Ticker,Date,Open,High,Low,Close,Volume
,,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS
CIPLA.NS,1996-01-01,7.220694205399156,7.265659707551995,7.2163077097859,7.264563083648682,208125
CIPLA.NS,1996-01-02,7.264565145632008,7.413717020745671,6.909233014128381,7.172442436218262,1623750
CIPLA.NS,1996-01-03,7.172441525210652,7.304045827328065,7.095671564551978,7.121992111206055,721875
CIPLA.NS,1996-01-04,7.121992309587202,7.117605813163843,6.909232329007087,7.047417163848877,620625
CIPLA.NS,1996-01-05,7.047416632808101,7.106639036602112,6.99696800562322,7.029869079589844,350625
CIPLA.NS,1996-01-08,7.029870872069994,7.007937601589833,6.887299515195037,6.909233570098877,645000
CIPLA.NS,1996-01-09,6.909231174018241,6.9860003395585855,6.823688232674319,6.927874565124512,903750
CIPLA.NS,1996-01-10,6.927875606994703,7.084704617851583,6.9311662636805496,6.984904766082764,455625
CIPLA.NS,1996-01-11,6.984903797867626,7.0847036358026525,6.980516517702484,7.056189060211182,110625
CIPLA.NS,1996-01-12,7.2382452081420015,7.2382452081420015,7.123091027206747,7.179022789001465,543750
CIPLA.NS,1996-01-15,7.179022104440547,7.166958453786038,7.007936962448205,7.146121025085449,436875
CIPLA.NS,1996-01-16,7.146120334805597,7.676924834448912,7.150506831193121,7.359977722167969,746250
CIPLA.NS,1996-01-17,7.359977506033349,7.2601768719126545,7.15599052595676,7.163667678833008,270000
CIPLA.NS,1996-01-18,7.163666222487649,7.194373258903002,7.062768984814291,7.151601791381836,163125
CIPLA.NS,1996-01-19,7.151603679697716,7.215213370277504,7.123089883437029,7.173537731170654,183750
CIPLA.NS,1996-01-22,7.1735366135312235,7.282111014272253,7.145022037289562,7.260176181793213,318750
CIPLA.NS,1996-01-23,7.260178640227314,7.260178640227314,6.909233752501019,6.994776725769043,376875
CIPLA.NS,1996-01-24,6.99477517573757,6.995871799826334,6.492484867389485,6.605445384979248,556875
CIPLA.NS,1996-01-25,6.6054461342069475,6.689892474008409,6.493582228017702,6.51551628112793,245625
CIPLA.NS,1996-01-26,6.51551628112793,6.51551628112793,6.51551628112793,6.51551628112793,0
CIPLA.NS,1996-01-29,6.515516515368855,6.678925687568984,6.448618121631748,6.641637325286865,298125
CIPLA.NS,1996-01-30,6.641635979851841,6.78859458185762,6.448616815297745,6.531965732574463,451875
CIPLA.NS,1996-01-31,6.531965549114029,6.689891171411958,6.581317551214464,6.640539169311523,183750
CIPLA.NS,1996-02-01,6.64053862865108,6.854395979635321,6.49358043494966,6.836849212646484,198750
CIPLA.NS,1996-02-02,6.83685042632589,7.106639566747492,6.5944784573766855,6.933359622955322,221250
CIPLA.NS,1996-02-05,6.93335868139134,7.128571865196964,6.821495193635939,6.964066505432129,851250
CIPLA.NS,1996-02-06,6.964066118243398,7.238242487031206,7.018901235116282,7.036448001861572,211875
CIPLA.NS,1996-02-07,7.036447857642419,7.282110431275256,6.93774464929425,7.262369632720947,549375
CIPLA.NS,1996-02-08,7.238241798016177,7.347912021322334,7.172439664032483,7.319397449493408,225000
CIPLA.NS,1996-02-09,7.3194001688816765,7.808529860323587,7.369848804115095,7.617703914642334,450000
CIPLA.NS,1996-02-12,7.617705752888197,7.720795512204575,7.5014549311707555,7.502551555633545,226875
CIPLA.NS,1996-02-13,7.502549910303626,7.56725544596088,7.32598007531224,7.549707889556885,159375
CIPLA.NS,1996-02-14,7.549705259770306,7.896264279278874,7.567252810061968,7.616604804992676,185625
CIPLA.NS,1996-02-15,7.616605449625063,7.63195818468879,7.499258060123312,7.5233845710754395,133125
CIPLA.NS,1996-02-16,7.523387605670301,7.567256502807037,7.437845413418925,7.520097732543945,178125
CIPLA.NS,1996-02-19,7.5200977670448665,8.214311203009723,7.5003569593487,7.737245082855225,487500
CIPLA.NS,1996-02-20,7.737243130566953,7.896266176391514,7.698858933664074,7.75040340423584,226875
CIPLA.NS,1996-02-21,7.75040340423584,7.75040340423584,7.75040340423584,7.75040340423584,0
CIPLA.NS,1996-02-22,7.750403647415456,8.116703564394635,7.775628355864446,8.016902923583984,414375
CIPLA.NS,1996-02-23,8.01690385449571,8.334948424207738,8.126574909708458,8.24501895904541,403125
CIPLA.NS,1996-02-26,8.24501764113844,8.729760003658917,8.24721010489539,8.683698654174805,843750
CIPLA.NS,1996-02-27,8.683700155185353,8.59815718597213,8.214310448792418,8.307531356811523,618750
CIPLA.NS,1996-02-28,8.307528497465468,8.543319109361924,8.182503959516875,8.202244758605957,588750
CIPLA.NS,1996-02-29,8.20224674627834,8.13754121381908,7.962068796146125,8.000452995300293,384375
CIPLA.NS,1996-03-01,8.00045092995209,8.11560428211088,7.88529679336992,8.034448623657227,206250
CIPLA.NS,1996-03-04,8.049804564289602,8.291079933316071,8.005936457998173,8.215407371520996,352500
CIPLA.NS,1996-03-05,8.215407371520996,8.215407371520996,8.215407371520996,8.215407371520996,0
CIPLA.NS,1996-03-06,8.215408133092728,8.422685032976743,8.115607476046913,8.302047729492188,566250
CIPLA.NS,1996-03-07,8.3020470292866,8.45558540259004,8.225277842634878,8.32178783416748,1591875
CIPLA.NS,1996-03-08,8.321788200046283,8.313013637020525,8.18360334422825,8.228568077087402,1136250
CIPLA.NS,1996-03-11,8.228566581104866,8.136443883590182,8.005935421405187,8.100252151489258,210000
CIPLA.NS,1996-03-12,8.100252916588252,8.11560643948306,8.005936177595617,8.045417785644531,159375
CIPLA.NS,1996-03-13,8.04541764233344,8.192376261299028,8.044321018176458,8.168248176574707,76875
CIPLA.NS,1996-03-14,8.168248974438237,8.37223599160992,8.203344088583991,8.325078010559082,320625
CIPLA.NS,1996-03-15,8.325073679008385,8.444614290258086,8.25159440057963,8.338233947753906,435000
CIPLA.NS,1996-03-18,8.338237458525324,8.388685307361166,8.247210593827324,8.33494758605957,510000
CIPLA.NS,1996-03-19,8.334945869767335,8.442422859086525,8.247208895601469,8.355782508850098,427500
CIPLA.NS,1996-03-20,8.355782508850098,8.355782508850098,8.355782508850098,8.355782508850098,0
CIPLA.NS,1996-03-21,8.355784300589397,8.554288178428159,8.444617917733385,8.521387100219727,185625
CIPLA.NS,1996-03-22,8.521387267554797,8.531257669653511,8.356881873282234,8.48738956451416,298125
CIPLA.NS,1996-03-25,8.487390156703345,8.554288943266211,8.422684618665755,8.439135551452637,245625
CIPLA.NS,1996-03-26,8.439135037748521,8.543321396170061,8.411717079580576,8.47971248626709,206250
CIPLA.NS,1996-03-27,8.479713211110544,8.685894266033356,8.48848698985121,8.671636581420898,399375
CIPLA.NS,1996-03-28,8.671634846743505,8.773627945088876,8.691374864431616,8.751694679260254,67500
CIPLA.NS,1996-03-29,8.751693223564638,8.877813599324671,8.674923276028034,8.686986923217773,163125
CIPLA.NS,1996-04-01,8.686989499069265,8.850399057587058,8.729760981071498,8.77253246307373,71250
CIPLA.NS,1996-04-02,8.772529509011298,8.80652720143737,8.685890734392174,8.70014762878418,163125
CIPLA.NS,1996-04-03,8.700150534243207,8.881106079665365,8.78240284095593,8.797757148742676,125625
CIPLA.NS,1996-04-04,8.797755769736092,8.794465897621867,8.718793348030252,8.731953620910645,54375
CIPLA.NS,1996-04-05,8.731953620910645,8.731953620910645,8.731953620910645,8.731953620910645,0
CIPLA.NS,1996-04-08,8.795565275771018,8.926073786312068,8.795565275771018,8.872334480285645,105000
CIPLA.NS,1996-04-09,8.87233080759392,8.971034029683207,8.76814446537808,8.776917457580566,140625
CIPLA.NS,1996-04-10,8.776918033743755,8.882201791319766,8.78459597127191,8.861364364624023,112500
CIPLA.NS,1996-04-11,8.861362329028395,8.905230420537281,8.751692884679533,8.904133796691895,153750
CIPLA.NS,1996-04-12,8.775821624711948,8.94910077161967,8.775821624711948,8.94361686706543,180000
CIPLA.NS,1996-04-15,8.94361767329356,9.168441307391225,8.905232691224075,9.153088569641113,258750
CIPLA.NS,1996-04-16,9.153088720798987,9.518290446434934,9.16844145880264,9.445908546447754,388125
CIPLA.NS,1996-04-17,9.445907538222555,9.936133776931593,9.650990350719928,9.826462745666504,163125
CIPLA.NS,1996-04-18,9.826463248244304,10.023869702655622,9.760661096773864,9.918586730957031,350625
CIPLA.NS,1996-04-19,9.918584766873273,9.980000409853531,9.826461302402887,9.901037216186523,198750
CIPLA.NS,1996-04-22,9.90103793806171,9.89007169861216,9.32197892068409,9.599444389343262,238125
CIPLA.NS,1996-04-23,9.599445176771416,9.54132096522727,9.234243487171517,9.287981986999512,258750
CIPLA.NS,1996-04-24,9.694858408929104,9.759563932737514,9.542416688014173,9.657570838928223,127500
CIPLA.NS,1996-04-25,9.657573421218178,9.607125565047015,9.431652339491588,9.43274974822998,103125
CIPLA.NS,1996-04-26,9.432746355774817,9.563253230948876,9.38778085292518,9.464550018310547,95625
CIPLA.NS,1996-04-29,9.464552335996787,9.431651257060503,9.323077618128412,9.388879776000977,50625
CIPLA.NS,1996-04-30,9.388879163856288,9.467841591270382,9.387782539738938,9.428359985351562,198750
CIPLA.NS,1996-05-01,9.428359047058093,9.607122880019876,9.497451850540035,9.5424165725708,46875
CIPLA.NS,1996-05-02,9.542418001063792,9.519387324596625,9.387783010827908,9.43165111541748,30000
CIPLA.NS,1996-05-03,9.431650446092803,9.519386649045677,9.213406562805176,9.213406562805176,46875
CIPLA.NS,1996-05-06,9.213408187164466,8.992971016823802,8.839431850163198,8.954586029052734,69375
CIPLA.NS,1996-05-07,8.954585115231833,8.99297009908569,8.817497680150545,8.910717010498047,166875
CIPLA.NS,1996-05-08,8.910716640278634,9.102639198303223,8.86136463229179,9.102639198303223,99375
CIPLA.NS,1996-05-09,9.11360753757216,9.123477939742584,8.992970247562488,9.009420394897461,78750
CIPLA.NS,1996-05-10,9.009418973737336,8.949100730458996,8.685892139229562,8.774724960327148,151875
CIPLA.NS,1996-05-13,8.7747251243085,8.795561765522427,8.65408706665039,8.65408706665039,58125
CIPLA.NS,1996-05-14,8.654086377968541,8.751693754138548,8.554286538313297,8.568543434143066,161250
CIPLA.NS,1996-05-15,8.64202087396404,8.772528509581244,8.55647794851098,8.638731002807617,91875
CIPLA.NS,1996-05-16,8.638733209079108,8.77362737402256,8.662860505901333,8.69466495513916,86250
CIPLA.NS,1996-05-17,8.68589323537423,8.729760555024972,8.631057320857757,8.679312705993652,39375
CIPLA.NS,1996-05-20,8.679312038936349,8.665054357111481,8.554287481279287,8.621186256408691,144375
CIPLA.NS,1996-05-21,8.621183921017272,8.642021341648801,8.225274497864794,8.282302856445312,121875
CIPLA.NS,1996-05-22,8.28230385323615,8.422681911237555,8.159473346643694,8.371136665344238,82500
CIPLA.NS,1996-05-23,8.371135011829331,8.345910313608568,8.275721690683627,8.338233947753906,71250
CIPLA.NS,1996-05-24,8.338236817709797,8.336043569567853,8.071737557875627,8.285594940185547,215625
CIPLA.NS,1996-05-27,8.285598237397897,8.182508473890799,8.005938592999387,8.09367561340332,75000
CIPLA.NS,1996-05-28,8.093673199966414,8.330561280245036,7.95110107458822,8.275725364685059,97500
