Ticker,Time,Open,High,Low,Close,Volume
,,DIVISLAB.NS,DIVISLAB.NS,DIVISLAB.NS,DIVISLAB.NS,DIVISLAB.NS
DIVISLAB.NS,09:15,5310.89990234375,5310.89990234375,5237.0498046875,5290.7998046875,0
DIVISLAB.NS,09:20,5290.85009765625,5345.0498046875,5287.0,5335.14990234375,11689
DIVISLAB.NS,09:25,5336.85009765625,5340.0,5319.85009765625,5328.64990234375,4761
DIVISLAB.NS,09:30,5329.89990234375,5357.7001953125,5320.14990234375,5350.10009765625,9421
DIVISLAB.NS,09:35,5351.5498046875,5357.7001953125,5344.75,5347.35009765625,3464
DIVISLAB.NS,09:40,5351.10009765625,5353.75,5345.89990234375,5351.0,3960
DIVISLAB.NS,09:45,5351.0,5356.2001953125,5328.0,5329.5,6705
DIVISLAB.NS,09:50,5330.14990234375,5337.9501953125,5319.0,5325.5,8755
DIVISLAB.NS,09:55,5329.64990234375,5335.75,5320.85009765625,5332.14990234375,4687
DIVISLAB.NS,10:00,5333.89990234375,5338.0,5328.0,5338.0,5173
DIVISLAB.NS,10:05,5335.0,5339.0,5323.64990234375,5333.39990234375,4982
DIVISLAB.NS,10:10,5334.4501953125,5335.2001953125,5319.0498046875,5331.5498046875,3013
DIVISLAB.NS,10:15,5329.89990234375,5339.0,5320.0,5330.0,5327
DIVISLAB.NS,10:20,5330.0,5341.2998046875,5327.64990234375,5337.75,5402
DIVISLAB.NS,10:25,5335.75,5340.0,5328.0498046875,5332.0,2685
DIVISLAB.NS,10:30,5329.75,5334.2001953125,5326.39990234375,5327.2001953125,1572
DIVISLAB.NS,10:35,5327.5498046875,5329.60009765625,5319.0,5325.0,2547
DIVISLAB.NS,10:55,5330.0,5340.0,5330.0,5333.89990234375,12157
DIVISLAB.NS,11:00,5332.75,5338.0,5328.9501953125,5328.9501953125,1975
DIVISLAB.NS,11:05,5329.7998046875,5335.2001953125,5322.0,5324.5,1989
DIVISLAB.NS,11:10,5325.64990234375,5334.0,5321.0,5333.0,1754
DIVISLAB.NS,11:15,5333.0,5334.0,5327.89990234375,5334.0,1147
DIVISLAB.NS,11:20,5338.60009765625,5339.0,5330.5,5331.7998046875,1795
DIVISLAB.NS,11:25,5331.7998046875,5338.0,5331.7998046875,5334.7001953125,1652
DIVISLAB.NS,11:30,5336.10009765625,5356.85009765625,5332.10009765625,5352.0498046875,8355
DIVISLAB.NS,11:35,5353.89990234375,5360.0,5346.14990234375,5359.85009765625,1875
DIVISLAB.NS,11:40,5360.0,5390.0,5358.0,5389.85009765625,4687
DIVISLAB.NS,11:45,5390.0,5396.9501953125,5374.2998046875,5380.9501953125,5900
DIVISLAB.NS,11:50,5379.5498046875,5384.9501953125,5373.0,5379.75,2234
DIVISLAB.NS,11:55,5379.5498046875,5379.9501953125,5364.25,5365.39990234375,2770
DIVISLAB.NS,12:00,5369.7001953125,5377.4501953125,5365.2998046875,5370.9501953125,1827
DIVISLAB.NS,12:05,5370.9501953125,5385.2998046875,5367.39990234375,5381.60009765625,4407
DIVISLAB.NS,12:10,5382.10009765625,5383.85009765625,5371.60009765625,5377.14990234375,2259
DIVISLAB.NS,12:15,5377.10009765625,5394.5498046875,5377.10009765625,5390.14990234375,5171
DIVISLAB.NS,12:20,5390.14990234375,5395.5498046875,5386.10009765625,5387.0498046875,3831
DIVISLAB.NS,12:25,5391.2001953125,5396.0,5388.5498046875,5391.64990234375,2592
DIVISLAB.NS,12:30,5391.0,5404.9501953125,5382.7998046875,5400.5,105293
DIVISLAB.NS,12:35,5402.39990234375,5429.0,5400.0,5416.2001953125,10213
DIVISLAB.NS,12:40,5418.75,5420.39990234375,5408.10009765625,5409.2001953125,1948
DIVISLAB.NS,12:45,5409.2001953125,5420.0498046875,5409.2001953125,5416.0498046875,1407
DIVISLAB.NS,12:50,5416.0498046875,5417.35009765625,5405.0498046875,5411.25,2072
DIVISLAB.NS,12:55,5412.85009765625,5421.0498046875,5411.10009765625,5417.35009765625,1644
DIVISLAB.NS,13:00,5417.39990234375,5418.89990234375,5411.35009765625,5418.2998046875,1381
DIVISLAB.NS,13:05,5418.35009765625,5429.25,5418.2001953125,5420.7998046875,2977
DIVISLAB.NS,13:10,5421.0,5425.0,5421.0,5421.10009765625,1511
DIVISLAB.NS,13:15,5421.10009765625,5423.9501953125,5415.2001953125,5415.2001953125,1718
DIVISLAB.NS,13:20,5415.60009765625,5421.14990234375,5406.85009765625,5407.60009765625,1738
DIVISLAB.NS,13:25,5409.64990234375,5417.75,5396.7998046875,5400.0,4817
DIVISLAB.NS,13:30,5400.85009765625,5402.9501953125,5396.10009765625,5400.0,4792
DIVISLAB.NS,13:35,5400.0,5401.7001953125,5395.0,5399.25,1966
DIVISLAB.NS,13:40,5400.5,5400.89990234375,5387.85009765625,5390.0,2882
DIVISLAB.NS,13:45,5389.85009765625,5390.0,5378.0498046875,5382.39990234375,2178
DIVISLAB.NS,13:50,5383.60009765625,5390.4501953125,5377.10009765625,5389.0,45354
DIVISLAB.NS,13:55,5389.0,5394.5,5387.5,5393.39990234375,1729
DIVISLAB.NS,14:00,5393.4501953125,5394.0,5390.0,5393.89990234375,2725
DIVISLAB.NS,14:05,5394.0,5396.89990234375,5387.60009765625,5392.4501953125,2276
DIVISLAB.NS,14:10,5394.89990234375,5396.85009765625,5389.0498046875,5390.0,5717
DIVISLAB.NS,14:15,5390.0,5394.39990234375,5389.5498046875,5394.0,1753
DIVISLAB.NS,14:20,5394.0,5394.4501953125,5389.10009765625,5393.75,2589
DIVISLAB.NS,14:25,5393.60009765625,5394.0,5388.25,5388.5,2214
DIVISLAB.NS,14:30,5390.5498046875,5390.7001953125,5381.5,5384.0,1778
DIVISLAB.NS,14:35,5384.0,5385.75,5376.75,5381.5,3864
DIVISLAB.NS,14:40,5379.5,5381.89990234375,5378.64990234375,5379.75,3421
DIVISLAB.NS,14:45,5380.0,5381.0,5372.5,5379.5,2987
DIVISLAB.NS,14:50,5380.0,5380.0,5377.75,5380.0,3320
DIVISLAB.NS,14:55,5379.9501953125,5380.0,5378.39990234375,5378.89990234375,4509
DIVISLAB.NS,15:00,5378.7001953125,5382.0,5375.0,5380.0498046875,4350
