Ticker,Time,Open,High,Low,Close,Volume
,,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS
INDUSINDBK.NS,09:15,680.3499755859375,682.0999755859375,678.2000122070312,678.2000122070312,0
INDUSINDBK.NS,09:20,678.25,679.5999755859375,677.5499877929688,677.5499877929688,105028
INDUSINDBK.NS,09:25,677.7000122070312,678.4000244140625,675.9500122070312,678.4000244140625,89670
INDUSINDBK.NS,09:30,678.3499755859375,679.7000122070312,677.0,678.0999755859375,76751
INDUSINDBK.NS,09:35,678.5,679.2999877929688,675.5499877929688,676.5,56138
INDUSINDBK.NS,09:40,676.0499877929688,681.6500244140625,675.25,681.5499877929688,147070
INDUSINDBK.NS,09:45,681.8499755859375,681.8499755859375,677.7999877929688,677.7999877929688,80764
INDUSINDBK.NS,09:50,677.9500122070312,679.7999877929688,677.5,678.1500244140625,38397
INDUSINDBK.NS,09:55,678.2999877929688,678.5,676.0,676.4500122070312,65138
INDUSINDBK.NS,10:00,676.1500244140625,678.9500122070312,676.1500244140625,678.8499755859375,33654
INDUSINDBK.NS,10:05,679.0,679.0,675.75,678.1500244140625,94291
INDUSINDBK.NS,10:10,678.3499755859375,678.3499755859375,672.5999755859375,673.5999755859375,101774
INDUSINDBK.NS,10:15,673.5999755859375,676.2000122070312,672.3499755859375,675.4000244140625,60395
INDUSINDBK.NS,10:20,675.4000244140625,677.0999755859375,675.0,676.2000122070312,70582
INDUSINDBK.NS,10:25,676.2000122070312,677.7000122070312,675.5499877929688,675.7999877929688,41870
INDUSINDBK.NS,10:30,676.25,676.6500244140625,675.2000122070312,675.75,39277
INDUSINDBK.NS,10:35,675.4000244140625,675.5,674.3499755859375,674.8499755859375,25472
INDUSINDBK.NS,10:55,673.5999755859375,674.3499755859375,672.2999877929688,673.4500122070312,162330
INDUSINDBK.NS,11:00,673.5999755859375,673.5999755859375,671.2999877929688,671.7000122070312,57209
INDUSINDBK.NS,11:05,671.6500244140625,672.5,671.1500244140625,671.25,50871
INDUSINDBK.NS,11:10,671.2999877929688,672.0,670.5499877929688,672.0,44501
INDUSINDBK.NS,11:15,671.7000122070312,674.0,671.6500244140625,673.7999877929688,42503
INDUSINDBK.NS,11:20,673.8499755859375,676.1500244140625,673.4500122070312,675.5999755859375,59956
INDUSINDBK.NS,11:25,675.75,677.25,674.5,677.0999755859375,54476
INDUSINDBK.NS,11:30,677.0999755859375,679.4000244140625,677.0999755859375,677.9500122070312,55969
INDUSINDBK.NS,11:35,677.9500122070312,678.7999877929688,676.9000244140625,678.7999877929688,30775
INDUSINDBK.NS,11:40,678.7999877929688,679.4500122070312,678.0999755859375,679.4000244140625,49408
INDUSINDBK.NS,11:45,679.0499877929688,680.5499877929688,678.3499755859375,678.6500244140625,64290
INDUSINDBK.NS,11:50,678.3499755859375,678.9500122070312,678.0999755859375,678.6500244140625,18432
INDUSINDBK.NS,11:55,678.7000122070312,678.7999877929688,678.0,678.2000122070312,17924
INDUSINDBK.NS,12:00,678.25,678.9500122070312,677.2000122070312,678.9000244140625,27914
INDUSINDBK.NS,12:05,679.0,679.4000244140625,678.75,678.75,18167
INDUSINDBK.NS,12:10,678.9000244140625,679.0,678.2999877929688,678.75,21791
INDUSINDBK.NS,12:15,678.6500244140625,679.0,678.3499755859375,678.3499755859375,16977
INDUSINDBK.NS,12:20,678.3499755859375,681.3499755859375,678.3499755859375,681.3499755859375,325047
INDUSINDBK.NS,12:25,681.75,681.75,680.2000122070312,680.3499755859375,41818
INDUSINDBK.NS,12:30,680.1500244140625,682.0499877929688,680.0499877929688,681.2999877929688,50253
INDUSINDBK.NS,12:35,681.3499755859375,681.75,680.0499877929688,680.1500244140625,31115
INDUSINDBK.NS,12:40,680.2000122070312,680.5,679.0,679.9000244140625,41950
INDUSINDBK.NS,12:45,680.2000122070312,680.4500122070312,679.0499877929688,680.25,39377
INDUSINDBK.NS,12:50,680.0999755859375,680.0999755859375,677.9000244140625,678.9500122070312,30456
INDUSINDBK.NS,12:55,678.9500122070312,679.2000122070312,678.0499877929688,678.0999755859375,13937
INDUSINDBK.NS,13:00,678.25,679.4500122070312,677.5,679.2000122070312,50473
INDUSINDBK.NS,13:05,679.1500244140625,680.4500122070312,678.5999755859375,680.2999877929688,28682
INDUSINDBK.NS,13:10,680.2999877929688,681.2999877929688,679.5,679.7999877929688,59484
INDUSINDBK.NS,13:15,680.0,680.7999877929688,678.9000244140625,679.1500244140625,32133
INDUSINDBK.NS,13:20,679.0499877929688,679.0499877929688,677.4500122070312,677.5999755859375,39569
INDUSINDBK.NS,13:25,677.6500244140625,679.4000244140625,677.6500244140625,678.5,19614
INDUSINDBK.NS,13:30,678.5,678.9500122070312,677.2000122070312,677.3499755859375,25757
INDUSINDBK.NS,13:35,677.5999755859375,677.8499755859375,676.7999877929688,677.0999755859375,32355
INDUSINDBK.NS,13:40,677.0499877929688,678.7999877929688,676.7000122070312,678.5999755859375,41130
INDUSINDBK.NS,13:45,678.7999877929688,679.4500122070312,678.0499877929688,679.0499877929688,38545
INDUSINDBK.NS,13:50,679.0499877929688,679.5,678.0499877929688,678.2000122070312,22322
INDUSINDBK.NS,13:55,678.4500122070312,678.9500122070312,677.9000244140625,677.9500122070312,18709
INDUSINDBK.NS,14:00,677.8499755859375,678.9500122070312,677.75,678.75,29121
INDUSINDBK.NS,14:05,678.5999755859375,679.7999877929688,678.5999755859375,679.2000122070312,28719
INDUSINDBK.NS,14:10,679.0999755859375,679.25,678.5999755859375,679.0,23104
INDUSINDBK.NS,14:15,678.9500122070312,679.9500122070312,678.5999755859375,679.0499877929688,26949
INDUSINDBK.NS,14:20,679.0499877929688,679.75,678.5,679.0999755859375,19632
INDUSINDBK.NS,14:25,679.2000122070312,679.2000122070312,678.0999755859375,678.2000122070312,24997
INDUSINDBK.NS,14:30,678.2000122070312,678.5999755859375,677.1500244140625,677.1500244140625,26563
INDUSINDBK.NS,14:35,677.25,678.2000122070312,677.0499877929688,677.6500244140625,45082
INDUSINDBK.NS,14:40,677.6500244140625,678.6500244140625,677.6500244140625,678.5999755859375,42418
INDUSINDBK.NS,14:45,678.3499755859375,679.5,678.3499755859375,679.4000244140625,124552
INDUSINDBK.NS,14:50,679.3499755859375,680.4500122070312,678.75,678.7999877929688,68880
INDUSINDBK.NS,14:55,679.0,679.0,678.3499755859375,678.7000122070312,26727
INDUSINDBK.NS,15:00,678.7999877929688,679.2000122070312,678.0999755859375,678.75,128254
INDUSINDBK.NS,15:05,678.8499755859375,678.8499755859375,678.1500244140625,678.4000244140625,34755
INDUSINDBK.NS,15:10,678.25,679.0999755859375,678.25,678.7999877929688,112791
INDUSINDBK.NS,15:15,678.75,678.9500122070312,677.9000244140625,677.9500122070312,132947
INDUSINDBK.NS,15:20,678.0499877929688,678.5499877929688,677.8499755859375,678.3499755859375,65676
INDUSINDBK.NS,15:25,678.4000244140625,679.0,677.9500122070312,678.5499877929688,62793
