Ticker,Date,Open,High,Low,Close,Volume
,,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS
DRREDDY.NS,2025-03-10,1134.949951171875,1137.1500244140625,1115.4000244140625,1120.199951171875,950503
DRREDDY.NS,2025-03-11,1117.0,1126.949951171875,1110.6500244140625,1116.6500244140625,884438
DRREDDY.NS,2025-03-12,1116.5999755859375,1116.6500244140625,1092.449951171875,1105.1500244140625,1914579
DRREDDY.NS,2025-03-13,1105.1500244140625,1110.25,1095.050048828125,1107.949951171875,1299174
DRREDDY.NS,2025-03-17,1107.9000244140625,1154.0999755859375,1101.5,1150.699951171875,2714559
DRREDDY.NS,2025-03-18,1150.699951171875,1150.699951171875,1150.699951171875,1150.699951171875,0
DRREDDY.NS,2025-03-19,1174.0,1177.699951171875,1158.0999755859375,1172.0999755859375,1507415
DRREDDY.NS,2025-03-20,1178.949951171875,1190.75,1165.300048828125,1187.199951171875,1521677
DRREDDY.NS,2025-03-21,1190.199951171875,1204.6500244140625,1177.050048828125,1200.1500244140625,2313824
DRREDDY.NS,2025-03-24,1205.0,1216.3499755859375,1190.25,1210.300048828125,1660669
DRREDDY.NS,2025-03-25,1210.300048828125,1215.949951171875,1167.949951171875,1177.9000244140625,2860907
DRREDDY.NS,2025-03-26,1177.9000244140625,1179.800048828125,1152.6500244140625,1164.5999755859375,2864505
DRREDDY.NS,2025-03-27,1160.0,1172.4000244140625,1144.0,1162.199951171875,4460409
DRREDDY.NS,2025-03-28,1159.25,1159.25,1140.75,1144.199951171875,2762934
DRREDDY.NS,2025-04-01,1144.199951171875,1164.4000244140625,1136.050048828125,1152.199951171875,4158012
DRREDDY.NS,2025-04-02,1150.0,1152.699951171875,1135.0,1150.0,2071245
DRREDDY.NS,2025-04-03,1190.5,1226.9000244140625,1149.050048828125,1151.449951171875,6324685
DRREDDY.NS,2025-04-04,1151.800048828125,1157.449951171875,1076.199951171875,1109.949951171875,5423861
DRREDDY.NS,2025-04-07,1020.0,1098.8499755859375,1020.0,1087.9000244140625,3888037
DRREDDY.NS,2025-04-08,1100.0,1113.6500244140625,1088.699951171875,1107.949951171875,1577632
DRREDDY.NS,2025-04-09,1094.5,1103.25,1061.6500244140625,1094.050048828125,5511474
